tweet_id	ses	timestamp	tweet_text	user_id	user_name	user_screen_name	tweet_loc_	user_loc_	off	resp	stereo
1570119088927813632	yes	Wed Sep 14 18:35:36 +0000 2022	@Rahul16846938 I lost my house my husband everything I was scared of losing I’ve been homeless we all have a story 🥰🥰🤩 https://t.co/iuRJBFAU10	1558883080303149058	Gina	Gina79442324		United States	no	individual	[]
1572593963403743233	yes	Wed Sep 21 14:29:52 +0000 2022	@NFL @steelers @Browns What do you have to say about Bret Farve stealing welfare $ from Mississippi?	826515800882311170	Wavey Shore 🐈‍⬛ 🐈⚖️ 🪴	wavyshore		United States	yes	individual	['stealing  ', 'welfare dependency  ']
1617646236093517824	yes	Mon Jan 23 22:11:31 +0000 2023	@kim_because @bumpus_lumpus @TJ_onfire @kraegkust @bryan_johnsen @OzzieMalone1 @SkepticSplinter @SariellaForever @mirandaisrisen @KerridwinR @TheGod_Particle @DoubleDoubleJon @TheCATheist @FearlessExpress @Edward_TankX @R1ch_Ch4nce @NuckChorris16 @Charlesthornt @bzblues1 @Sicut_Lupus @Catheri77148739 @tk_the_kitsune @MurphyYuiko @HeathenWombat @TJMair @AprilLigeia @MobiusOne45 @hesanaughtyboy @The_taking_tree @stevieanntas @MucusMucous @Fuckstration_ @mckrukie @maqart55 @LeiaBryant13 @d_vinelocs88 @nrxia @InfiDale3476 @NoScienceDenial @Godfly__ @Lilies09 @caity2shoes @RedDeadRisen @GodlessLiz @meknowhu @RichterB3lm0nt @BrianNazarenus @rkdoctr @gimmesomeloki @OneSaltyB Well I'm wonder how people living in San Francisco and Los Angeles feel about the ever increase homeless and crime and illegals they are now having to deal with.	759513430436876288	WiseManRyder	wisemanryder		United States	yes	none	['homeless  ', 'crime  ', 'illegals  ']
1570840760148447232	yes	Fri Sep 16 18:23:16 +0000 2022	@realDailyWire Wait, they are putting them on buses? I hope these poor people realize they’re on an island.	1554431644785836039	KarlMarxSux	truthseekertom1		United States	yes	none	['poor  ', 'helpless  ']
1618271196809924608	yes	Wed Jan 25 15:34:54 +0000 2023	Many people will put away 5%-25% of your earnings to a 401K, eat ramen and then expect family or friends to work for less than their worth to save more. This is how you stay poor. Relationships will trump the financial return of what you actually save. #SupportYourFriends	2983362602	James Yochum, CPA, LSSGB	JTheAccountant		United States	no	individual	['poor financial habits  ', 'undervalue relationships  ', 'expect others to work for less  ']
1629436471567347712	yes	Sat Feb 25 11:01:42 +0000 2023	@firstladyship @inecnigeria why this the way e na pinkin Dey go private skool and aboard no be the same way poor man pinkin Dey go oooh why no Labour Party logo there explain to us now @inecnigeria	1354862305603944453	Super Freaky Girl 🔥🔥🤪🤪🥰🥰	OnikaSavage		United States	no	none	['poor  ', 'unequal education  ', 'lack of opportunity  ']
1597662059269087232	yes	Tue Nov 29 18:41:32 +0000 2022	@AHatefulMate Capitalism requires at least these 2 things: a violently coercive state apparatus to enforce private property, and a large supply of poor folks to generate profit through exploitative labor.	1586061984750923777	J	bornfooldiecool		United States	yes	structural	['poor  ', 'exploitative labor  ']
1570978851198738434	yes	Sat Sep 17 03:32:00 +0000 2022	Maybe California should offer one way tickets to Florida for the homeless for a change of scenery.	33085708	lindy12866	100epal		United States	yes	individual	['homeless  ', 'change of scenery  ']
1588551901934940162	yes	Fri Nov 04 15:21:01 +0000 2022	@DrShayPhD See this is when we get off and create scripture that’s not there. Words have meaning you are saying you will mark yourself but what the word of God says is (And he requires everyone small and great, rich and poor, free and slave to be given a mark IMO it will be physical.🙏🏽	3853054119	Keith Swinton 🏈🥊🦍🔎✝️⏳🙏🏽	OneWayJil94		United States	no	none	[]
1585058668776546304	yes	Wed Oct 26 00:00:10 +0000 2022	Poor Davis 😂😂🤣🤣	163812796	JONOFLO😎😁🇭🇹	TheGreatoneJon		United States	yes	individual	['poor  ', 'laughable  ']
1576941430957752320	yes	Mon Oct 03 14:25:09 +0000 2022	@RonFilipkowski She needs to go to the Statue of Liberty. On the plaque, it reads: “Give me your tired, your poor, your huddled masses yearning to breathe free….”	3098102761	J.V. ☮️🇺🇦🏈🌊🌈	JLydiaV		United States	no	none	[]
1594210112948047872	yes	Sun Nov 20 06:04:44 +0000 2022	YOU POOR MISERABLE CHILD 🧒 IS THIS WHAT THE DEVIL “ALSO KNOWN AS THE SEATTLE WASHINGTON KU KLUX KLAN WHITE SUPREMACIST” GAVE YOU. https://t.co/Juza1Cf9a2	983161718065868800	THE OLIVE GARDEN	marcus_lumpkins		United States	yes	none	['poor  ', 'miserable  ', 'associated with devil  ', 'linked to white supremacist']
1581454145982038017	yes	Sun Oct 16 01:17:05 +0000 2022	@utahutesballing how about we accept that both teams are poor/mid this year?	1414237872501182467	russ	joeldotruss		United States	no	none	[]
1608247939213697027	yes	Wed Dec 28 23:46:03 +0000 2022	@firebirbo The poor Hounds waistline	1517153276906549248	Zoka_Crow	ZokatheCouch		United States	no	individual	['poor  ', 'unhealthy  ']
1577297152958730241	yes	Tue Oct 04 13:58:40 +0000 2022	@ClownWorld_ Just think. She is probably some poor guy's baby mama &amp; he has to deal wit the for 18-21 years over a Nutt. That's a life sentence plus you have to pay. Take it from an OG. Be careful young men	223251486	Matt Barros	aierbiz		United States	yes	individual	['baby mama  ', 'poor  ', 'life sentence  ', 'financial burden  ']
1626751552756019203	yes	Sat Feb 18 01:12:48 +0000 2023	@GOP Republicans do not do anything for Americans health safety and living . Smaller government means undoing programs for the poor and safely protocols in business and allowing diseases and pandemics CDC to go unchecked and spread . What and who do you stand for if not Americans?	222238734	🚫🛑MAGA✋ Gun Violence its up 80% #GOP	savetheturtles2		United States	no	structural	[]
1579843235153084418	yes	Tue Oct 11 14:35:53 +0000 2022	@laurenboebert @TulsiGabbard And No one really pays much attention to Poor Tulsi	758323250904510464	beaches	summergirl9754		United States	yes	individual	['poor  ', 'victim']
1584237511873687553	yes	Sun Oct 23 17:37:11 +0000 2022	@BoulderBieks @robreiner PBS....? 🤣🤣🤣🤣🤣 you poor thing	1638600068	suzanne	staycentered356		United States	yes	none	['poor  ', 'pitiful  ']
1562895457499873281	yes	Thu Aug 25 20:11:28 +0000 2022	Keep ‘em poor and desperate #GOPAgenda #Republicans #RepublicansAreTheProblem	903325822206992384	Chris	blue_christys		United States	yes	structural	['poor  ', 'desperate  ']
1565557665970929665	yes	Fri Sep 02 04:30:08 +0000 2022	@NickKnudsenUS @NVTaraStrange The majority of the voters including some of the left can clearly see that what's left of the left... is unstable, unhinged, enabled, entitled, irresponsible, welfare driven, lazy, leaches wanting to suck the life right out of this country while being useless members of society.	1498582939831050247	MANDA J	Manda_Bean1		United States	yes	individual	['entitled  ', 'irresponsible  ', 'welfare driven  ', 'lazy  ', 'leeches  ', 'useless members of society  ']
1590431370144550913	yes	Wed Nov 09 19:49:22 +0000 2022	Peak cognitive dissonance is breathing a sign of relief for the Democratic Party when both wings of the duopoly are equally responsible for the decimation of the working class and the proliferation of endless war.	2300716447	Danny Haiphong	SpiritofHo		United States	no	structural	[]
1620775929256742913	yes	Wed Feb 01 13:27:48 +0000 2023	@POTUS 125 billion dollars to the Ukraine, not to mention billions in equipment left in Afghanistan, shutting down the pipeline, housing illegal immigrants, while thousands of Americans are homeless, doesn't sound like investing in America.	135516396	#NeverForget our troops. 🇺🇸	willo1246		United States	no	none	['homeless  ', 'illegal immigrants  ', 'neglect of Americans  ']
1593014209205657601	yes	Wed Nov 16 22:52:38 +0000 2022	@TheBlackKristy1 So like, it definitely isn't really a reflection of everything bad about people today. There's absolutely classism, fascism, and other negative aspects of humanity turned up to 11 - but racism seems absent from what I've seen.	1093148618415067143	HaleysRedComet	RedHaleys		United States	no	none	[]
1578541617555783681	yes	Sat Oct 08 00:23:44 +0000 2022	@thomas_garrard @WhiteHouse A job is not a gift from a rich person to a poor person. It's an arrangement which generally benefits the employer as much if not more than the employee.	1566968347895681025	Cordy Cephalopod	Cordycephalopod		United States	no	individual	[]
1634632158491844612	yes	Sat Mar 11 19:07:31 +0000 2023	@RealBrysonGray Too poor?	1519676492552282112	Maximus Erectus	MaxErect420		United States	yes	individual	['poor  ', 'lack of resources  ']
1618987311676682240	yes	Fri Jan 27 15:00:29 +0000 2023	@FOXLA seriously, this has to stop. California compassion has killed more homeless than any other states.	888048986816258048	TegridyOtter	UnicornRX00000		United States	no	individual	['homeless  ', 'lack of compassion  ']
1577326061628563461	yes	Tue Oct 04 15:53:33 +0000 2022	@Shakechick RAOK just go into a homeless shelter	979626584666726401	𝐂𝐫𝐢𝐦𝐬𝐨𝐧𝐇𝐮𝐥𝐤	CrimsonHulk		United States	yes	individual	['homeless  ', 'dependent on shelters  ']
1610612868357189642	yes	Wed Jan 04 12:23:26 +0000 2023	@laurenboebert Democrats vote in whoever they are told to, regardless of what is best for the people. Republicans argue over who to vote for, regardless of what is best for the people. Meanwhile, the working class suffer and wealthy gain more wealth. Our government continues to fail.	1600888157817507840	peasantclasscitizen	peasantclass1		United States	no	structural	[]
1618235472802885632	yes	Wed Jan 25 13:12:56 +0000 2023	poor soobin and beomgyu 😭 https://t.co/jxygrnAde7	724181492	the bee chapter 🧚🪟	beargyu_313		United States	no	none	[]
1574804948012916738	yes	Tue Sep 27 16:55:32 +0000 2022	Um, Jimmy Butler was actually homeless at one point…	1177512910374858752	Marquis Jarman (Nuggets/Bengals Fan)	WhoDeyNuggets		United States	no	individual	[]
1572614456303292417	yes	Wed Sep 21 15:51:18 +0000 2022	@Twitch Aw, poor babies. :( Can’t afford to pay their actual source of income for their work because they gotta pour it into their CEO’s overly-inflated salary :( have fun losing your streamers to YouTube, maties 🤣	1368847106	technowitch | ENVtuber	techn0witch		United States	yes	structural	['poor  ', 'dependent on others  ', 'exploited  ']
1606322715861782529	yes	Fri Dec 23 16:15:54 +0000 2022	IT'S COLD OUTSIDE , WHAT ABOUT THE HOMELESS PEOPLE????????????😡😡	1485753383948537859	🕊️MinnezotaGurl❤️🙏🇺🇲✝️🐶🚴‍♂️	MinnezotaGurl		United States	no	none	[]
1626128082577899520	yes	Thu Feb 16 07:55:21 +0000 2023	My internet cart is about $300 too high because of shower water filters, sink water filters, replacement filters, and drinking water filters. Not these billion dollar corporations keeping the poor man poorer with their environmental disasters fueled by greed. With what money?	935653439773794305	Sara	ssaraburtonn		United States	yes	structural	['poor  ', 'greedy  ', 'victim of corporations  ']
1571658720676814848	yes	Mon Sep 19 00:33:33 +0000 2022	@ARmastrangelo Amazing how that happened in an über wealthy area 🤣 @DNC doesn’t seem to care when it’s just a poor border town	237469897	Do Better	That_Aint_R1ght		United States	yes	none	['poor  ', 'border town  ']
1614079401855184896	yes	Sat Jan 14 01:58:12 +0000 2023	@TheRock @TripleH @nbc @SevenBucksProd That’s the most ghetto welfare dollar store Triple H I’ve ever seen	375478860	Bob Bobber	borbobbery		United States	yes	individual	['ghetto  ', 'welfare  ', 'dollar store  ']
1632129256225382400	yes	Sat Mar 04 21:21:52 +0000 2023	We don't need to raise the retirement age. We need to scrap the cap on Social Security contributions so the wealthy contribute their fair share like working people do. This would raise enough to EXPAND benefits through 2096.	583377732	Americans For Tax Fairness	4TaxFairness		United States	no	structural	[]
1616505089161576448	yes	Fri Jan 20 18:37:01 +0000 2023	@cb_doge @elonmusk @WallStreetSilv There's absolutely no reason why America should have a homeless issue or even a reason for the shelter system.	2581153278	AceyAC 	ACCibock		United States	no	structural	[]
1606811595505799168	yes	Sun Dec 25 00:38:32 +0000 2022	@joeenterprise72 @RpsAgainstTrump Are you fking telling me that dfg failed you so badly that you didn't profit enough from his policies that you couldn't survive the economic crisis he caused? Then you deserve to get the Christmas dinner provided for the poor by Biden's policies. Merry Christmas.	1116361825715507203	Jetson- StopTheGOP ✝🇺🇸🌻🇺🇦🌊🏳️‍🌈🇮🇱🇺🇸⚖	Jetson77		United States	yes	structural	['dependent on welfare  ', 'unable to survive economic crisis  ', 'deserving of charity  ']
1617891987306467328	yes	Tue Jan 24 14:28:03 +0000 2023	@Lily_PolisStan @ElonMusgraves The City of St. Pete is pretty Democratic. Its Clearwater that's more swinging. Clearwater I believe is a lot more poor than St Pete	1175265330786111488	NoChillCivilian.rar	nochillcivilian		United States	no	none	['poor  ', 'less educated  ']
1574612953285828608	yes	Tue Sep 27 04:12:37 +0000 2022	I'm poor can you send me the bracelet TN?	475418787	k a t e 🅼🅸🅳🅽🅸🅶🅷🆃🆂	racyawateg		United States	no	individual	[]
1591519276070240256	yes	Sat Nov 12 19:52:19 +0000 2022	They are the uneducated electorate Jefferson warned of ruining our country. Diploma idiots and participation trophy winners.	721145495696056320	Jack H	jjhicret		United States	yes	individual	['uneducated  ', 'diploma idiots  ', 'participation trophy winners  ']
1563257027891105792	yes	Fri Aug 26 20:08:14 +0000 2022	@INTELPSF Oh my god. I cannot even imagine! That poor villiage! Those poor people!	1278833591980642304	🏥Healthcare & Human Rights Advocate 🇺🇦	1ChicagoHopeful		United States	no	none	['poor  ', 'helpless  ']
1570396764846362624	yes	Thu Sep 15 12:58:59 +0000 2022	@last_jones @BradDesmond2 The media ate her alive when your money was supporting her. She left. She was working before she became a welfare Royal so now she will continue to earn her way. That’s what we do in America. Harry is welcome here. Hope he earns millions. Come home soon Harry and Meghan.	30445517	Joan Stancil	jcsspeaks		United States	no	individual	['dependent on welfare  ', 'ungrateful  ', 'entitled  ']
1578745963740790785	yes	Sat Oct 08 13:55:44 +0000 2022	@FAPPA @CharlieCrist $20 Million in Donations means @ .03 fee DeSantis pocketed $600K Fee in 2 days😳 Not bad for 2 days of work 🔹 That’s why they don’t want you sending supplies They make No 💰 off of the Supplies 🔹 They’ll Rid the Poor- Send’em to nearby states like they did for Hurricane Michael	997882485320110080	Teeshasmom 🪶 🇺🇸 💝 🐾 🌊🌻 🌎	Teeshasmom2		United States	yes	structural	['rid the poor  ', 'send them away  ']
1610481559106207746	yes	Wed Jan 04 03:41:39 +0000 2023	#daveandbusters According to @TMZ the Co-Owner of Dave and Busters is dead from an apparent suicide. #mentalillness doesn’t discriminate from the rich or the poor. Check on everyone! Sometimes just sit and LISTEN! @mental_intimacy 💚 #ripjamescoley https://t.co/phqbhdzeiS	2526164292	SincerelyB Blogging - #ThisMyNitch	SincerelyBlogg		United States	no	none	[]
1564297636181643266	yes	Mon Aug 29 17:03:14 +0000 2022	@Jim_Jordan Yeah. It’d be great if the lower class could make enough to pay their bills and provide for their family just by ‘working hard’. In America we also help people who come to us asking for it, right Jim?	1325332625268019200	sagittarius43🇺🇸	Sagittarius_43		United States	no	structural	['lower class  ', "can't provide for family  ", 'need help']
1579013285600296960	yes	Sun Oct 09 07:37:58 +0000 2022	@SkyNews @TrevorPTweets @nadhimzahawi @JonAshworth @AngusRobertson I'm proud to say.. I'm among the people benefits from @Lisa_berry5 company, I just got my payment Of R60,000 from an investment of R5000 all thanks to the trading genius company and miss @Lisa_berry5	1546000394496647170	Patricia A. Kleiber	Patricia_A_Kle		United States	no	individual	[]
1616226225634017280	yes	Fri Jan 20 00:08:54 +0000 2023	@hodgetwins danm you should help out maby someone homeless on the street that be nice brother	1613068840350498816	Rock Hard	JR07079069		United States	no	individual	[]
1623198585486557188	yes	Wed Feb 08 05:54:35 +0000 2023	I was wrong! Biden did not unite the Congress to end poverty and homelessness. Just one out of touch millionaire speaking to other out of touch millionaires. Oblivious to the urgent needs of regular America. Till we vote in regular Americans, nothing will change for the better.	1391670709093642240	Jaha Hughes	Jaywatches2		United States	no	structural	['out of touch  ', 'millionaire  ', 'regular Americans  ']
1627428688861052928	yes	Sun Feb 19 22:03:30 +0000 2023	Why do Democrats have to be poor? I never see these posts about Republicans. The double standard is glaring.	22279406	KerrBear	MPLSKerrBear		United States	no	none	['poor  ', 'double standard  ']
1606265816898449410	yes	Fri Dec 23 12:29:48 +0000 2022	@LionsSpectre There's a direct correlation between how ghetto a town is and whether or not it has a welfare office.	1585963504665862144	Menander	Corporealitus		United States	yes	structural	['ghetto  ', 'dependent on welfare  ']
1591690582086516741	yes	Sun Nov 13 07:13:01 +0000 2022	@MartinDiCaro @amanpour @TimothyDSnyder How does the fate of a rubbish country affect anyone. A corrupt country. A den of thieves a poor country?	1551943344581926912	obladi-oblada 🇺🇸🇳🇬	kayodesodar30		United States	yes	none	['corrupt  ', 'den of thieves  ', 'poor']
1592236984054996994	yes	Mon Nov 14 19:24:13 +0000 2022	@so_help_me_YAH @CharriseJLane Politicians take our tax dollars to become millionaires. They squeeze every dime out of us and do nothing that benefits us it’s time we do something about it.	1087146871519432705	Gotosle Ephoe	ratpack12345678		United States	no	structural	[]
1565251641674272768	yes	Thu Sep 01 08:14:07 +0000 2022	Someone finally noticed my MAYC gear. Unfortunately it was a homeless dude outside the casino. We all fucked @BoredApeYC #bayc #mayc #truestory	868965182831308800	Scrooge	NFT_Scrooge		United States	yes	individual	['homeless  ', 'associated with gambling  ', 'marginalized']
1572731331150241792	yes	Wed Sep 21 23:35:43 +0000 2022	@LyfeIzWeerd @AliceViews @tomselliott @donlemon You are psychotic. Get help soon. There are millions of black people who are very wealthy. Slavery is just an excuse to play a victim. Poor people get free housing, food, college, phones, and utilities. Tired of the whole victim mentality. Grow up, get a job, and stop whining.	3247879000	Michelle	shelley_201566		United States	yes	individual	['victim mentality  ', 'dependent on welfare  ', 'lazy  ', 'entitled  ']
1600646119544987648	yes	Thu Dec 08 00:19:08 +0000 2022	@Waltzing4ever @teedubya @wopizza @blockchainnerds No. In NY they have routinely shut down people giving free meals to homeless people in parks. That's it. People would cook meals, package them up, and hand out meals. They repeatedly shut it down. These things are common then they should be, sadly....	21713975	Cardkillah	Cardkillah		United States	no	structural	[]
1603634231921344512	yes	Fri Dec 16 06:12:49 +0000 2022	@iHaloJump He was making bank and then pump and dumped a lot of people... Careful he might take you to court after moass because he doesn't sue poor people 😂😂😂 https://t.co/VHJLgKdwHN	1421185953582903298	Az	LarryGa19366953		United States	yes	individual	["doesn't sue poor people  ", 'exploitative  ', 'financial irresponsibility  ']
1563223392203194374	yes	Fri Aug 26 17:54:34 +0000 2022	@EarthKeeper22 @GeraldKutney @KaraJarina And you stand there continuing to try to put 10 ounces into a 8 ounce glass. Most of the world is poor. We are lucky (?) we do not live in poverty due to capitalistic rape and destruction of the planet. Do you deny the majority of the world what you have access to.	1533468590044852224	Rich	1rklocek		United States	no	structural	[]
1602090025318903808	yes	Sun Dec 11 23:56:42 +0000 2022	@JackWPadula He's exposing people like you and that is worth more than anything! What are you doing to help the poor and the needy? News flash - governments are directly responsible for the poor and needy so go after them with your free speech. You're welcome.	16944777	BertsPost.com	bertspost		United States	no	structural	[]
1592655504933023744	yes	Tue Nov 15 23:07:17 +0000 2022	Does your stay have a budget for helping the homeless? I'm sure your homeless population should have dwindled with the great work you have done for them. Help me to understand that you've been helping people in your home state instead of worrying about what's Biden doing overseas	3158362042	lady diva	ladylafaye56		United States	no	none	[]
1596535562454052866	yes	Sat Nov 26 16:05:14 +0000 2022	@LeftHookLarrry ^ this is why poor people play it	1157729905649602560	Wrestle With Jimmy Eat World	rodgers_thom		United States	yes	individual	['poor decision-making  ', 'lack of intelligence  ']
1598750750288617472	yes	Fri Dec 02 18:47:36 +0000 2022	@SenJohnHoeven Welfare for the rich	2830283153	Your Cousin From Boston	JimBoston2014		United States	no	none	[]
1614454832458530816	yes	Sun Jan 15 02:50:01 +0000 2023	@dz_zebra @KarenBassLA If it's 10 people - it has had zero impact. If it's 100 people - it has had zero impact. @GavinNewsom and @ericgarcetti lied and said they would "scoop up" the homeless during the deadly pandemic yet I see the same tents and homeless people in my neighborhood for years.	1038568848524361729	James Raven PhD	sid_sycamore		United States	yes	none	['homeless  ', 'neglected  ', 'dependent on government assistance  ']
1573277946579763201	yes	Fri Sep 23 11:47:47 +0000 2022	I like how celebrity charity be like let’s go find some poor people to give frozen turkeys to. In reality the rich person-poor person relationship works a lot more like the #BrettFarve situation. #BrettFraud	265523983	TruthBeTold	Big6domino		United States	yes	individual	['poor people  ', 'charity recipients  ', 'dependency on charity  ']
1607546198000537600	yes	Tue Dec 27 01:17:35 +0000 2022	@BrittanyVenti What part? Are you exploring the homeless camps?	27917434	no name	Mechbests		United States	yes	none	[]
1624095922195165187	yes	Fri Feb 10 17:20:16 +0000 2023	@SenRickScott @JoeBiden Rick, spin and deny all you want. Doesn't change what you want to do to the SS and Medicare programs and what you have already done. You just need blue collar folks to be focused on the needs of the wealthy, right? https://t.co/7SXZn7VfQz	14542602	Bethes' Saddle @ The Table 💙 🇺🇲🎖️🐎💙	Bethe57		United States	no	structural	['blue collar  ', 'focused on the needs of the wealthy  ']
1608916589205917697	yes	Fri Dec 30 20:03:01 +0000 2022	@ImJokedTfOut I lot of comment here of are the "if your homeless buy a house" verity and I want to point our that it was negative 7 half a week ago	1060718201980534784	Decodelifehacker	Decodelifehack1		United States	no	none	[]
1616940953847189504	yes	Sat Jan 21 23:28:59 +0000 2023	@KL92020 @nathaliejacoby1 I grew up dirt poor, but I’m of the opinion that you can never have/make too much $…as long as you’re obeying the laws and not using/manipulating the government to get rich	1520038616218619904	Mr. Nobody	NegativRailroad		United States	no	individual	['manipulating the government  ', 'getting rich through deceit  ']
1613160012897193987	yes	Wed Jan 11 13:04:52 +0000 2023	@SilversMemez That echoes EXACTLY the governments sentiment. Know why? Because they can’t launder their money domestically. $100B could put a pretty big dent in the homeless situation here.	284736121	Beast Mode	40CalWisdom		United States	no	structural	[]
1615617279840112645	yes	Wed Jan 18 07:49:10 +0000 2023	If Rachel Dolezal, who lied about being black, who also changed her name to Nkechi Amare Diallo, moved to SanFran would she eligible for $5 mil in reparations?😂😂😂 She was the NAACP president in Spokane after all. She was charged with welfare fraud in Washington State. https://t.co/BgZ468YWEh	876256275826319360	🇺🇸Get A Grip🇺🇸	RangerJohnAllen		United States	yes	individual	['welfare fraud  ', 'dishonest  ', 'opportunistic  ']
1574892839745593351	yes	Tue Sep 27 22:44:47 +0000 2022	@irishrygirl @ScottKa13981873 That breaks my heart. Poor little guy, poor children.💙	1223730677365006337	Cindy Sanders	sanders_cindy		United States	no	none	[]
1570495842741800961	yes	Thu Sep 15 19:32:41 +0000 2022	@gmoneyballs @esau7 @Breaking911 i'm pretty sure if either were president our homeless vets would take priority over the illegals. Nice try though	1519468875846504449	Merry Merry quite contrary	mare5135		United States	no	individual	['homeless  ', 'veterans  ', 'illegals  ']
1608887934782164993	yes	Fri Dec 30 18:09:10 +0000 2022	@SherrieStyle @PamelaHensley22 Ukraine has the highest thieving rate in Europe and the largest population of poor whites in the World	1551943344581926912	obladi-oblada 🇺🇸🇳🇬	kayodesodar30		United States	yes	individual	['thieving  ', 'poor  ', 'whites  ']
1607030096686379008	yes	Sun Dec 25 15:06:46 +0000 2022	@dijoni So are you saying you are ready to help the homeless now? You can start by making it not illegal to be homeless!	779766160774443009	Just a Rancher	Justaranch		United States	no	structural	[]
1604995923121405952	yes	Tue Dec 20 00:23:42 +0000 2022	@AlasdairC @KATUNews If that were the only cause, then people could move. Problem solved. Most homeless people are in a bad situation for multiple reasons. Not just unemployment, disability, addiction or mental illness, but also that high rent is too difficult a barrier and there is too much demand.	1416558710214651906	Karen Says	karensaysitall		United States	no	structural	[]
1604870817891774464	yes	Mon Dec 19 16:06:34 +0000 2022	@marcorubio Please do not let more people die without seeing this egregious enactment of law 40 yrs ago repealed to restore our fully earned/paid for SS benefits! #RepealWEP #RepealGPO HR82/S1302 Social Security Fairness Act BIPARTISAN LEGISLATION https://t.co/fML0kUiSOy	737682985898631168	slbm #RepealWEP #RepealGPO	shabla76		United States	no	structural	[]
1571916672000266241	yes	Mon Sep 19 17:38:34 +0000 2022	@mdudas I really feel like presidents should not be wealthy when they take office or leave office, they have no way to relate to the poor citizens #poverty #UnitedStates #Hunger	30700118	Laura	JisungsDreamies		United States	no	structural	['wealthy politicians  ', 'cannot relate to the poor  ']
1565897320608284678	yes	Sat Sep 03 02:59:48 +0000 2022	@Z_Everson @Forbes @TheJusticeDept @koreatimescokr Poor belt. It's doing serious work.	1267440797227646979	the wilderness	thewildernes		United States	no	none	[]
1592156532883718145	yes	Mon Nov 14 14:04:32 +0000 2022	@TimmayMN @AmoneyResists Poor poor Highly paid workers, they cant work unless someone pats their head and gives them food..	3188497319	Ferg The Reporter	FergTheReporter		United States	yes	individual	['dependent on others  ', 'incapable of working  ', 'need constant support  ']
1616527332965244928	yes	Fri Jan 20 20:05:24 +0000 2023	@ROONEYctmr @Mikiemight @MrTLexify Strongest poor enthusiast he like	1115101385916211200	Ben	Coalescence2046		United States	yes	none	['poor  ', 'enthusiast  ']
1570983114486456321	yes	Sat Sep 17 03:48:56 +0000 2022	@SenTedCruz The poor humans who died in truck were due to smugglers. The poor humans smuggled to #MarthasVineyard was by a Governor. Which is more shocking @tedcruz ? #DeSantisHumanTrafficker #DeSantis	1426912497651625992	Speakout	Speakwrespect		United States	no	individual	[]
1609773207103631360	yes	Mon Jan 02 04:46:55 +0000 2023	@MaFe16213138 @CoffindafferFBI Agreed. But I think his first kill(s) looked different. I think this is first with knife. Speculation - the first was/were such that no DNA was left and victims were outside (homeless, addicts, prostitutes) where LE didn’t have much to go on and community wasn’t as engaged.	770806560645783552	Dorsett Report	cowboyslonestar		United States	yes	none	['homeless  ', 'addicts  ', 'prostitutes  ']
1568857542247448577	yes	Sun Sep 11 07:02:40 +0000 2022	Not only I’m single but I’m also poor kid . 🤭	1545945505816948738	Htet W Yan	eliooyan		United States	no	individual	['poor  ', 'single  ', 'kid  ']
1592818831918919680	yes	Wed Nov 16 09:56:17 +0000 2022	Judicious Utilization of SM exposes the manipulations in Housing Scheme in AP The Social Audit by #JanaSenaParty gave a gist on the poor quality constructions &amp; grave injustice being done to beneficiaries Either this should awaken Govt or Common people #JaganannaMosam https://t.co/kpYOB8edT8	1080976606598971392	TeluguBulletin.com	TeluguBulletin		United States	no	structural	[]
1601723738479026176	yes	Sat Dec 10 23:41:12 +0000 2022	@LivemusicCJ @Alley_Cat_8633 @RepAOC They provide low-income housing. What actually does work is giving vulnerable populations *free* housing. A barrier to this is that the wealthy treat property like stock —and not seeing the benefit on society if people could choose not to live on the street.	3020585571	✦ Kate ✦	creative_k8		United States	no	structural	[]
1567330388573396997	yes	Wed Sep 07 01:54:18 +0000 2022	@IvonS_09 Hey I'm Daddy Peters 🥳💙Ready To Help People With Genuine Need 🤗🌈🔥Collage Students Single Mom's &amp; Dad's 🤡Hopeless &amp; Homeless 😇Assistance Phone 📱 Cars Bills💰Text My Whatsapp(+1562) 396-5708For Instant BlessingS	1481589777371701256	Peter Robert	PeterRobert1189		United States	yes	individual	['hopeless  ', 'homeless  ', 'single moms  ', 'single dads  ']
1578376004812541952	yes	Fri Oct 07 13:25:39 +0000 2022	For there to be #ClassWarfare in the US, we'd have to recreate the whole structure of royalty, nobles, merchant houses, freemen, peasants, &amp; serfs. Oh, wait, that aligns perfectly to the white house, congress, corporate lobbyists, middle class, working poor, &amp; non-voters.	2483893651	Dad For Ever	Dad_4_Ever		United States	no	structural	['working poor  ', 'non-voters  ']
1604021203605155840	yes	Sat Dec 17 07:50:30 +0000 2022	@Mister69522794 @JohnGaltMarket @Keeperoftime__ @LouisJMarinelli @elonmusk The Great Depression was caused by government interference, namely the Smoot-Hawley tariff act which collapsed global trade and caused the banks to collapse. FDR created the welfare state.	1519403201421750272	ServeGod	OurLordisOne		United States	no	structural	[]
1631838965274648581	yes	Sat Mar 04 02:08:22 +0000 2023	@Mormonger I lived this. I paid my tithing and the Bishop got me a temporary job in the Bishops store house while looking for work. I had rent paid, and food. I then worked my butt off to never have help again. And you know what? Tithing, self reliance and the welfare program work.	871479811302191109	Travis Stevenson 🧭	tws_o_0		United States	no	individual	['dependent on welfare  ', 'self-reliant  ', 'needing help  ']
